ID,Address,AssessedValue
3827,86 BRIMFIELD RD ,223100
3829,109 CARPENTER RD ,262600
3830,51 CREST RD ,533000
3831,141 CARPENTER RD ,315500
3833,BRIMFIELD RD ,2300
3834,105 CARPENTER RD,190500
3835,101 CARPENTER RD,316800
3836,100 CARPENTER RD ,242200
3837,102 CARPENTER RD ,175400
3838,108 CARPENTER RD ,199000
3839,112 CARPENTER RD,364700
3840,118 CARPENTER RD,361200
3842,55 BRIMFIELD RD,430300
3843,BRIMFIELD RD ,82900
3844,BRIMFIELD RD ,3100
3845,27 BRIMFIELD RD ,345900
3846,89 CARPENTER RD ,561600
3847,77 CARPENTER RD,466700
3848,83 CARPENTER RD,366800
3851,73 CARPENTER RD,487700
3852,69 CARPENTER RD,582700
3853,65 CARPENTER RD ,213700
3854,63 CARPENTER RD ,317900
3855,57 CARPENTER RD ,625400
3856,40 CARPENTER RD,351500
3857,54 CARPENTER RD,566500
3858,70 CARPENTER RD ,716000
3859,191 EAST HILL RD ,326300
3860, EAST HILL RD,6800
3861,196 EAST HILL RD ,261700
3862,14 BECKWITH RD ,205400
3863,12 BECKWITH RD ,389400
3864,36 MUNN RD,277100
3865,26 MUNN RD,602600
3866,4 BECKWITH RD ,422200
3867,8 BECKWITH RD,358700
3868,44 MUNN RD ,52700
3869,52 MUNN RD ,311100
3870,56 MUNN RD,441500
3871,MUNN RD ,1000
3872,66 MUNN RD ,571100
3873,62 MUNN RD,469400
3874,72 MUNN RD ,303300
3876,80 MUNN RD,364300
3877,88 MUNN RD ,367500
3879,EAST HILL RD ,88600
3880, EAST HILL RD,76700
3881,EAST HILL RD ,300
3882, EAST HILL RD,76200
3883,87 MUNN RD,399700
3884,81 MUNN RD ,383200
3885,75 MUNN RD,347700
3886,69 MUNN RD ,354200
3888,53 MUNN RD ,584500
3890,23 MUNN RD ,458000
3891,35 MUNN RD ,299500
3893,244 EAST HILL RD ,388200
3894,EAST HILL RD ,111600
3895, EAST HILL RD,7300
3896,249 EAST HILL RD ,462700
3897,70 WALES RD ,311200
3898,84 WALES RD,318600
3899,88 WALES RD,246100
3900,90 WALES RD ,224200
3901,92 WALES RD ,244000
3902,12 OLD WALES RD ,350400
3904,24 OLD WALES RD,419900
3905, OLD WALES RD,29400
3906,16 OLD WALES RD,274600
3907,17 OLD WALES RD,311500
3908,15 OLD WALES RD ,256300
3909,1 OLD WALES RD ,246900
3910,115 WALES RD,393800
3911,WALES RD ,3100
3913,101 WALES RD ,254700
3914,95 WALES RD,224500
3915,83 WALES RD ,224400
3916,81 WALES RD ,280000
3918,BLANCHARD RD ,5500
3919,76 BLANCHARD RD ,421700
3920,69 BLANCHARD RD,471900
3921,118 WALES RD,366200
3922,2 MOORES CROSS RD ,369500
3923,134 WALES RD,335800
3924,132 WALES RD,355000
3925,10 MOORES CROSS RD,489600
3926,41 OLD WALES RD,277900
3927,37 OLD WALES RD,359500
3929,28 OLD WALES RD ,316500
3930,30 OLD WALES RD,413800
3931,36 OLD WALES RD,330500
3932,40 OLD WALES RD ,341000
3933,46 OLD WALES RD ,36500
3934,9 MOORES CROSS RD,349000
3935,138 WALES RD ,339800
3936,140 WALES RD,355400
3938,142 WALES RD,495000
3939,144 WALES RD ,397100
3940,164 WALES RD ,476800
3941,168 WALES RD ,501100
3942,170 WALES RD,411000
3943,174 WALES RD ,386500
3944, WALES RD,556000
3945,209 WALES RD ,575400
3946,183 WALES RD ,198200
3947,187 WALES RD,383500
3948,179 WALES RD,601700
3949,193 WALES RD ,534900
3950,WALES RD ,146100
3951,194 WALES RD ,327900
3952,200 WALES RD,493500
3953, WALES RD,2100
3954, WALES RD,5200
3955,210 WALES RD,513900
3956, WALES RD,106200
3957, WALES RD,8100
3958, WALES RD,700
3959,204 WALES RD,642000
3961,203 WALES RD ,607900
3962,173 WALES RD,311000
3963,WALES RD ,600
3964, WALES RD,800
3965, WALES RD,1100
3966,BLANCHARD RD ,15500
3967,CEDAR SWAMP RD ,2300
3968,188 WALES RD ,348200
3969,30 MOULTON HILL RD ,344500
3970,230 WALES RD,356500
3971,MOULTON HILL RD ,77100
3973,MOULTON HILL RD ,94500
3974,MOULTON HILL RD ,3900
3977,37 MOULTON HILL RD ,259300
3978,56 MOULTON HILL RD ,347700
3979,62 MOULTON HILL RD ,420900
3981,69 MOULTON HILL RD,585000
3982,223 WALES RD,316800
3983,225 WALES RD ,359000
3984,221 WALES RD,410000
3985,227 WALES RD ,489400
3986, WALES RD,500
3987,229 WALES RD,595700
3988, WALES RD,75400
3989,79 MOULTON HILL RD ,312000
3991,68 MOULTON HILL RD,312200
3992,63 MOULTON HILL RD ,366400
3993, MOULTON HILL RD,9100
3994,49 MOULTON HILL RD,437000
3995,55 MOULTON HILL RD,368000
3996,47 MOULTON HILL RD,370800
3997,48 MOULTON HILL RD,389400
3998,52 MOULTON HILL RD ,345400
3999,74 MOULTON HILL RD,413300
4000,78 MOULTON HILL RD,515200
4002,86 MOULTON HILL RD ,353900
4003,94 MOULTON HILL RD ,314000
4004,98 MOULTON HILL RD ,286500
4005,102 MOULTON HILL RD ,265700
4006,112 MOULTON HILL RD ,342600
4007,97 MOULTON HILL RD ,366700
4008,85 MOULTON HILL RD ,361500
4009,MOULTON HILL RD ,157800
4010,127 MOULTON HILL RD ,472600
4011,121 MOULTON HILL RD ,574700
4013, AYERS RD,4400
4014,107 MOULTON HILL RD,504300
4015,111 MOULTON HILL RD ,413300
4016,115 MOULTON HILL RD,464300
4017,118 MOULTON HILL RD,316800
4018,120 MOULTON HILL RD ,360600
4019,132 MOULTON HILL RD,284200
4020,142 MOULTON HILL RD,403400
4021,152 MOULTON HILL RD ,722700
4022,156 MOULTON HILL RD ,376200
4023,162 MOULTON HILL RD ,79600
4024,161 MOULTON HILL RD ,348800
4025,157 MOULTON HILL RD ,263700
4026,MOULTON HILL RD ,53300
4027,149 MOULTON HILL RD ,268100
4028,145 MOULTON HILL RD,365400
4031,75 AYERS RD ,344400
4032,69 AYERS RD,264200
4033,63 AYERS RD,412100
4034, AYERS RD,74500
4035,47 AYERS RD,266400
4036,58 AYERS RD ,463200
4037,137 MOULTON HILL RD ,502100
4038,66 AYERS RD,329100
4039,70 AYERS RD ,372100
4040,78 AYERS RD ,377400
4041,141 MOULTON HILL RD,386900
4042,166 MOULTON HILL RD,372800
4043,168 MOULTON HILL RD,271300
4045,MOULTON HILL RD ,73400
4046,170 MOULTON HILL RD ,279400
4047,MOULTON HILL RD ,20300
4049,186 MOULTON HILL RD ,292300
4050,190 MOULTON HILL RD ,352700
4051,194 MOULTON HILL RD,354500
4052,MOULTON HILL RD ,128500
4053,200 MOULTON HILL RD ,345700
4054,204 MOULTON HILL RD ,411800
4055,210 MOULTON HILL RD ,426600
4056,6 CHILDS RD,340700
4057,14 CHILDS RD,502100
4059,207 MOULTON HILL RD ,536500
4060,205 MOULTON HILL RD,475100
4061, MOULTON HILL RD,73300
4062,185 MOULTON HILL RD,333600
4063,181 MOULTON HILL RD,477100
4064,177 MOULTON HILL RD,509800
4065, MOULTON HILL RD,4700
4066,173 MOULTON HILL RD,449700
4067,171 MOULTON HILL RD,283300
4068,MOULTON HILL RD ,4200
4070,163 MOULTON HILL RD ,357900
4071,215 MOULTON HILL RD ,365600
4072,36 CHILDS RD,547000
4073,32 CHILDS RD,537000
4074,30 CHILDS RD,423000
4075,62 CHILDS RD ,489100
4076,20 CHILDS RD,388800
4077,66 CHILDS RD ,447300
4078,54 CHILDS RD ,538200
4080,50 CHILDS RD ,679400
4081,26 CHILDS RD,569000
4082,CHILDS RD ,82000
4083,27 CHILDS RD ,480600
4084,31 CHILDS RD ,509000
4085,CHILDS RD ,142300
4087, CHILDS RD,20200
4088,MOULTON HILL RD ,222000
4089,220 MOULTON HILL RD,211300
4090,225 MOULTON HILL RD,470600
4091,211 MOULTON HILL RD,507900
4093,221 MOULTON HILL RD ,417800
4094,74 FENTON RD ,234800
4095,80 FENTON RD,365600
4096,86 FENTON RD ,414900
4097,FENTON RD ,43400
4098,111 FENTON RD ,445600
4099,121 FENTON RD,458700
4100,117 FENTON RD,526800
4101,129 FENTON RD,658700
4102, FENTON RD,77400
4103,83 FENTON RD ,446800
4104,95 FENTON RD,77600
4105,91 FENTON RD ,581500
4106,120 FENTON RD,571600
4107,106 FENTON RD ,90700
4108,134 FENTON RD ,261900
4109,144 FENTON RD,316100
4110,143 FENTON RD,306200
4111,135 FENTON RD ,422500
4112,79 FENTON RD,480300
4113, FENTON RD,12400
4114, FENTON RD,29500
4115,FENTON RD ,1600
4118,TOWN FARM RD ,30600
4119,127 TOWN FARM RD ,482000
4120,131 TOWN FARM RD,378900
4121,113 TOWN FARM RD ,710700
4122,119 TOWN FARM RD ,411300
4123,111 TOWN FARM RD ,427100
4124,115 TOWN FARM RD ,611300
4125,117 TOWN FARM RD,594100
4126,105V TOWN FARM RD ,78400
4127,101V TOWN FARM RD ,78500
4128,93 TOWN FARM RD,523600
4130, TOWN FARM RD,14000
4131,TOWN FARM RD ,4300
4132, TOWN FARM RD,8400
4134,TOWN FARM RD ,12500
4135,76 TOWN FARM RD ,429100
4136,57 TOWN FARM RD ,850400
4137,TOWN FARM RD ,58100
4138,110 BEEBE RD,331300
4139,132 BEEBE RD ,419100
4140,121 BEEBE RD ,340800
4141,117 BEEBE RD,504100
4142,111 BEEBE RD ,480200
4143,107 BEEBE RD ,425200
4145,81 BEEBE RD,230000
4146,25 TOWN FARM RD,422600
4147,23 TOWN FARM RD,469200
4148,19 TOWN FARM RD,431400
4149,17 TOWN FARM RD,531500
4150,106 BRIMFIELD RD ,557000
4151,5 TOWN FARM RD ,326900
4152,102 BRIMFIELD RD ,353700
4153,124 BRIMFIELD RD ,270100
4154,134 BRIMFIELD RD ,361600
4155,138 BRIMFIELD RD ,264900
4156,146 BRIMFIELD RD,509000
4157,160 BRIMFIELD RD ,221200
4158,168 BRIMFIELD RD,257500
4159,145 BRIMFIELD RD ,416500
4160,141 BRIMFIELD RD ,297300
4161,137 BRIMFIELD RD,312200
4162,133 BRIMFIELD RD ,301700
4163,129 BRIMFIELD RD,270200
4164,125 BRIMFIELD RD ,558100
4165,BRIMFIELD RD ,10200
4166,BRIMFIELD RD ,20900
4167, BRIMFIELD RD,38600
4168,10 TOWN FARM RD ,321700
4169,14 TOWN FARM RD ,131800
4170,26 TOWN FARM RD ,289500
4172,22 TOWN FARM RD,409700
4173,30 TOWN FARM RD,312300
4174,EAST HILL RD ,254100
4176,22 EAST HILL RD,399400
4177,26 EAST HILL RD,535700
4178,30 EAST HILL RD,341600
4179,34 EAST HILL RD ,362900
4180,44 EAST HILL RD ,384200
4181,43 EAST HILL RD,405400
4182,39 EAST HILL RD,265200
4183,37 EAST HILL RD ,262900
4184,31 EAST HILL RD,295600
4185,27 EAST HILL RD ,489800
4186,23 EAST HILL RD ,308900
4187,21 EAST HILL RD,268900
4188,15 EAST HILL RD,365000
4189,9 EAST HILL RD,324700
4190,7 EAST HILL RD,431800
4191,5 EAST HILL RD ,439900
4192,1 EAST HILL RD,204900
4193,159 BRIMFIELD RD,389700
4194,163 BRIMFIELD RD,495400
4195,BRIMFIELD RD ,86700
4196,155 BRIMFIELD RD ,711600
4198,55 KING ST ,485500
4199,53 KING ST,388300
4200,51 KING ST ,431700
4203,45 KING ST ,512600
4204,31 KING ST ,427000
4205,27 KING ST,578100
4206,39 KING ST ,362800
4207,21 KING ST ,535700
4209,35 EAST HILL RD ,362200
4213,20 KING ST,340500
4214,36 KING ST ,184900
4216,42 KING ST ,561800
4217,30 KING ST,418400
4218,KING ST ,98300
4219,38 KING ST,439700
4220,9 KING ST ,626700
4221,57 EAST HILL RD,358300
4222,51 EAST HILL RD,581500
4223,47 EAST HILL RD ,373900
4224,46 EAST HILL RD,530500
4225,50 EAST HILL RD ,312000
4226,52 EAST HILL RD,428300
4227,56 EAST HILL RD,315300
4228,60 EAST HILL RD,248500
4231,62 EAST HILL RD,405500
4232,107-109 EAST HILL RD ,710200
4234,69 EAST HILL RD,402500
4236,67 EAST HILL RD,326000
4237,61 EAST HILL RD,378500
4238,2 KING ST,388500
4239,6 KING ST ,310200
4240,14 KING ST ,82500
4241,KING ST ,3200
4242,112 EAST HILL RD,102800
4243,114 EAST HILL RD ,399800
4244,116 EAST HILL RD,347500
4245,118 EAST HILL RD,424500
4247,126 EAST HILL RD,509200
4248,128 EAST HILL RD,442100
4250,138 EAST HILL RD,327000
4251,146 EAST HILL RD,280300
4252,151 EAST HILL RD ,467500
4253,141 EAST HILL RD,510300
4254,123 EAST HILL RD ,253100
4255,117 EAST HILL RD ,540300
4256,113 EAST HILL RD,417400
4257,111 EAST HILL RD ,480000
4258,152 EAST HILL RD ,306400
4259,MUNN RD ,2100
4261,156 EAST HILL RD,272800
4262, EAST HILL RD,4500
4263,158 EAST HILL RD,322300
4264,160 EAST HILL RD ,402600
4266,136 MUNN RD ,364000
4267,174 EAST HILL RD ,360300
4268,155 EAST HILL RD ,388800
4269,104 MUNN RD ,416800
4270,141 MUNN RD ,680400
4271,135 MUNN RD,493400
4272,131 MUNN RD ,346300
4274,137 MUNN RD,551500
4276,113 MUNN RD ,501300
4277,121 MUNN RD ,203900
4278,117V MUNN RD ,52600
4279, EAST HILL RD,3100
4280,216 EAST HILL RD ,445100
4282,211 MUNN RD ,279900
4283,207 MUNN RD,410200
4284,3 STANTON RD,432900
4285,205 MUNN RD ,302600
4286,199 MUNN RD ,419100
4287,197 MUNN RD ,245900
4288,STANTON RD ,187000
4289,POND RD ,4700
4290,1 POND RD,435200
4291,3 POND RD ,320600
4292, STANTON RD,128600
4293,500 OLD WALES RD ,346300
4294,1 MOULTON HILL RD,407300
4296,OLD WALES RD,75300
4297,510 OLD WALES RD ,384200
4298,520 OLD WALES RD,450800
4299,516 OLD WALES RD ,379500
4300,286 WALES RD,333700
4301,292 WALES RD ,258800
4302,296 WALES RD ,371200
4303,308 WALES RD,476200
4304,WALES RD ,28600
4305,304 WALES RD,461300
4306,300 WALES RD ,559800
4307,283 WALES RD,396800
4308,303 WALES RD ,333600
4309, WALES RD,73400
4310,309 WALES RD,383600
4311,277 WALES RD ,74500
4312,269 WALES RD,404000
4313,273 WALES RD ,282900
4314,287 WALES RD,393600
4315,289 WALES RD ,406700
4316,272 WALES RD ,314000
4318,507 OLD WALES RD ,389900
4320,MOULTON HILL RD ,74300
4321,WALES RD ,7400
4322,WALES RD ,50000
4323,324 WALES RD,362700
4324,312 WALES RD,411800
4325, WALES RD,900
4326, WALES RD,254600
4328,329 WALES RD,195600
4329,70 MOULTON HILL RD ,490600
4330,MOULTON HILL RD ,33600
4331,WALES RD ,62000
4332,MOULTON HILL RD ,54300
4333,TUPPER HILL RD ,485900
4342,MOULTON HILL RD ,52000
4343,MOULTON HILL RD ,20200
4344,53 POND RD ,389600
4346,POND RD ,5900
4347,150 FENTON RD,265200
4348,156 FENTON RD ,333400
4349, FENTON RD,9000
4350,174 FENTON RD,239600
4351,30 BOSTON RD EAST,264900
4352,23 BOSTON RD EAST ,291400
4353,15 BOSTON RD EAST ,324700
4354,2 DUNHAMTOWN RD ,384100
4355,4 DUNHAMTOWN RD ,345700
4356,6 DUNHAMTOWN RD,334100
4357, DUNHAMTOWN RD,7100
4358, DUNHAMTOWN RD,6400
4359,2 BOSTON RD EAST ,367200
4360,BOSTON RD EAST,5600
4361,BOSTON RD EAST,5400
4362,4 BOSTON RD EAST ,216100
4363,8 BOSTON RD EAST ,460900
4364,10 BOSTON RD EAST ,587200
4365,16 BOSTON RD EAST ,424100
4366,BOSTON RD EAST ,5400
4367,BOSTON RD EAST ,90300
4368, FENTON RD,73500
4369,179 FENTON RD ,377300
4370,FENTON RD ,73400
4371,FENTON RD ,94500
4372, FENTON RD,74600
4373, FENTON RD,109900
4374,149 FENTON RD,212800
4375,72 FENTON RD ,362000
4377,83 OLD REED RD ,93900
4378,87 OLD REED RD ,21500
4380,88 OLD REED RD ,124700
4381, OLD REED RD,7000
4382,140V BEEBE RD ,105200
4383,76 OLD REED RD ,748200
4384,166V BEEBE RD ,105700
4385,50 OLD REED RD,511900
4386,164 BEEBE RD,548500
4387,54V OLD REED RD ,109600
4388,162 BEEBE RD,691900
4389,58V OLD REED RD ,106500
4390,158 BEEBE RD ,65500
4391,154V BEEBE RD ,105400
4392,7V OLD REED RD ,84400
4393,11V OLD REED RD ,83300
4394,17 OLD REED RD ,654500
4395,21V OLD REED RD ,82100
4396,25 OLD REED RD,479900
4397,167 BEEBE RD ,574000
4398,141 BEEBE RD ,505100
4399,66V OLD REED RD ,109700
4400,6V OLD REED RD ,76000
4401,10 OLD REED RD ,509000
4402,12V OLD REED RD ,76100
4403,16 OLD REED RD,523400
4404,20V OLD REED RD ,77600
4405,26 OLD REED RD,526300
4406,28V OLD REED RD ,78700
4407,36 OLD REED RD ,634000
4408,32 OLD REED RD,556500
4409,44 OLD REED RD ,591000
4410,48 OLD REED RD,588200
4411,79 OLD REED RD,387600
4412,77 OLD REED RD ,488200
4413,67 OLD REED RD ,215500
4414,29 OLD REED RD ,411000
4415,33 OLD REED RD ,518300
4416,37 OLD REED RD ,417600
4417,41 OLD REED RD ,506800
4418,45 OLD REED RD ,472800
4419,53V OLD REED RD ,101500
4420, OLD REED RD,2700
4421,12 ALDRICH RD ,325200
4423,28 ALDRICH RD ,554900
4425,2 ALDRICH RD ,270900
4426,6 ALDRICH RD ,306100
4427,8 ALDRICH RD,280200
4428,10 ALDRICH RD ,317600
4429,32 ALDRICH RD ,575500
4431,206 BRIMFIELD RD ,394500
4432,212 BRIMFIELD RD ,440600
4433,200 BRIMFIELD RD,327600
4434,192 BRIMFIELD RD ,360300
4435,9 ALDRICH RD,315500
4436,ALDRICH RD ,17500
4437,BRIMFIELD RD ,23400
4438,209 BRIMFIELD RD ,429700
4439,178 BRIMFIELD RD,333500
4440,187 BEEBE RD ,227900
4442,185 BEEBE RD ,217200
4443,181 BEEBE RD,275300
4444,BEEBE RD ,169800
4445,174 BRIMFIELD RD,237200
4446,172 BRIMFIELD RD ,225100
4447,170 BRIMFIELD RD,247100
4448,BRIMFIELD RD ,78900
4449,181 BRIMFIELD RD,318000
4450,195 BRIMFIELD RD ,428700
4451,191 BRIMFIELD RD ,396200
4454, BRIMFIELD RD,6800
4456,185 BRIMFIELD RD,444000
4457,175 BRIMFIELD RD,445600
4458,10 EAST HILL RD ,458000
4459,BRIMFIELD RD ,1100
4460,SUTCLIFF RD ,0
4461,SUTCLIFF RD ,0
4462,59 SUTCLIFFE RD,336800
4463,SUTCLIFFE RD ,0
4464,72 SUTCLIFF RD ,761800
4466,SUTCLIFFE RD ,134500
4467, MUNN RD,63600
4468,196 MUNN RD ,222900
4469,214 MUNN RD,392300
4470,19 SHAW RD (WALES) ,196000
4471, MUNN RD,10900
4472, MUNN RD,1300
4473,216 MUNN RD ,416200
4476,224 MUNN RD,331700
4477,231 MUNN RD ,412600
4478,225 MUNN RD ,348300
4479,204 MUNN RD,292100
4480,228 MUNN RD,238700
4481,MUNN RD ,11000
4482,234 MUNN RD ,277400
4483,221 MUNN RD ,385900
4487,WOOD HILL RD ,74500
4488,7 BROOKSIDE RD ,100
4489,PULPIT ROCK RD ,100
4490,47 LAKESHORE DR,7100
4507,18 OLD WALES RD ,323700
4508,LOWER HAMPDEN RD ,200
4509,71 EAST HILL RD ,1072100
4510,148V MOULTON HILL RD ,79000
4511,28 AYERS RD ,446600
4512,20 AYERS RD ,518900
4513,BENNETT RD,74000
4514,BRADWAY RD ,49800
4515,65 BRADWAY RD ,610200
4516,67 BRADWAY RD ,141400
4517,59 CARPENTER RD ,651800
4518,273 BUMSTEAD RD ,370600
4520,300 MAIN ST ,336500
4522,304 MAIN ST ,570500
4523,306 MAIN ST ,280000
4524,308 MAIN ST ,324300
4525,2 WHITNEY AVE ,568900
4547,46 PALMER RD UNIT #20,419600
4548,46 PALMER RD UNIT #34,430700
4549,46 PALMER RD UNIT #33,409700
4550,46 PALMER RD UNIT #32,412800
4551,46 PALMER RD UNIT #31,418000
4552,46 PALMER RD UNIT #30,419600
4553,46 PALMER RD UNIT #29,423800
4554,46 PALMER RD UNIT #28,461100
4555,46 PALMER RD UNIT #27,459100
4556,46 PALMER RD UNIT #26,423500
4557,46 PALMER RD UNIT #25,425400
4558,46 PALMER RD UNIT #24,426600
4559,46 PALMER RD UNIT #23,411000
4560,46 PALMER RD UNIT #22,410900
4561,46 PALMER RD UNIT #21,430800
4562,46  PALMER RD UNIT #19,396500
4567,COTE RD,77900
4587,315 LOWER HAMPDEN RD ,286200
4607,CEDAR SWAMP RD ,6000
4627,MONSON BRIMFIELD ST FOR ,3793400
4628,MONSON DEVELOPMENTAL CTR ,4267100
4667,46  PALMER RD UNIT #1,431000
4669,46 PALMER RD UNIT #15,423800
4670,46 PALMER RD UNIT #13,412300
4671,46 PALMER RD UNIT #11,440600
4672,46 PALMER RD UNIT #9,451000
4673,46 PALMER RD UNIT #7,461200
4674,46 PALMER RD UNIT #5,449600
4675,46 PALMER RD UNIT #3,443200
4676,46  PALMER RD UNIT #2,461900
4677,46 PALMER RD UNIT #18,426200
4678,46 PALMER RD UNIT #16,413700
4679,46 PALMER RD UNIT #14,407600
4680,46 PALMER RD UNIT #12,430500
4681,46 PALMER RD UNIT #10,449400
4682,46 PALMER RD UNIT #8,463800
4683,46 PALMER RD UNIT #6,452600
4684,46 PALMER RD UNIT #4,451000
4685,46 PALMER RD UNIT #17,426400
4686,BOSTON RD WEST ,35700
4689,528 OLD WALES RD ,451500
4690,REIMERS RD ,123500
4691,COTE RD,74600
4692,COTE RD,73300
4693,85 OLD REED RD,369600
4694,13 PARADISE LAKE RD ,496900
4695,5 PARADISE LAKE RD ,508200
4696,17 PARADISE LAKE RD ,605000
4712,68 BETHANY RD ,482600
4713,66 BETHANY RD,464800
4714,64 BETHANY RD ,484800
4715,62 BETHANY RD ,464200
4727,BOSTON RD WEST,400
4747,MOULTON HILL RD,82800
4748,47 HANCOCK RD,488600
4749,140V EAST HILL RD ,2400
4750,MAPLE ST ,100
4751,MOULTON HILL RD ,4600
4752,MOULTON HILL RD,4900
4753,494 BOSTON RD WEST ,779400
4767,68 BUTLER RD ,468700
4768,76  CARPENTER RD,527800
4787,BEEBE RD ,3200
4827,EAST HILL RD,69700
4828,222 HOVEY RD ,514200
4829,MARGARET ST,200
4830,147 EAST HILL RD ,729900
4831,HANCOCK RD ,20500
4832,PALMER RD,57200
4848,ELY RD,68600
4849,123 ELY RD ,668700
4850,224  STATE AVE,266600
4851,145 BUMSTEAD RD ,696200
4868,111V REIMERS RD ,66400
4869,97 REIMERS RD,479900
4870,41 SILVER ST,75700
4890,EAST HILL RD ,2500
4910,5   A HIGH ST ,104200
4911,238 SILVER ST ,536800
4912,8 LAKESHORE DR ,18400
4913,PARADISE LAKE RD ,87600
4931,GATES ST ,57200
4932,UPPER PALMER RD ,78500
4952,241 PALMER RD ,264000
4953,7 FENTON RD ,348000
4954,9 FENTON RD ,472700
4956,101 STAFFORD HOLLOW RD ,569500
4971,24 WALES RD ,84400
4992,SILVER ST REAR ,2000
5011,162 EAST HILL RD ,500800
5031,UPPER PALMER RD ,7700
5032,17 UPPER PALMER RD,526100
5071,321 SILVER ST ,175800
5091,LAKESIDE DR,48900
5092,99 MAY HILL RD ,86200
5111,BENNETT RD ,77600
5131,92 BOGAN RD ,513700
5151,20 WALES RD ,237100
5171,139 EAST HILL RD ,325900
5191,102 BOGAN RD ,615900
5192,104 BOGAN RD ,400500
5193,106 BOGAN RD,74000
5194,108 BOGAN RD ,74000
5231,163 TOWN FARM RD ,599000
5251,363 LOWER HAMPDEN RD ,24600
5271,108 FENTON RD ,388200
5272,110 FENTON RD ,73600
5273,113 FENTON RD ,125300
5274,112 FENTON RD ,54800
5275,115 FENTON RD ,822400
5276,99 FENTON RD ,110200
5291,5 CEDARHURST RD ,78600
5311,55 WILBRAHAM RD ,451000
5312,130 ELY RD ,680800
5332,87 BUMSTEAD RD,74000
5351,89 BUMSTEAD RD ,428900
5352,85 BUMSTEAD RD ,567900
5354,88 BUMSTEAD RD ,426148
5355,79 BUMSTEAD RD ,157500
5356,75 BUMSTEAD RD ,74100
5357,100 BUMSTEAD RD ,796300
5371,30 BRIMFIELD RD ,582100
5373,FENTON RD ,11000
5374,FENTON RD ,13000
5375,MAXWELL RD ,80900
5377,HOVEY RD ,104200
5378, BETHANY RD,400
5379,107 THAYER RD ,86400
5380,96 STAFFORD HOLLOW RD ,577900
5381,REAR LOWER HAMPDEN RD ,164100
5418,25 BOGAN RD ,19500
5439,SILVER ST ,68600
5444,HOVEY RD ,76200
5445,ELY RD ,1900
5446,BOGAN RD ,81100
5447,ELY RD ,5500
5448,ELY RD ,300
5449, ELY RD,100
5450,BOGAN RD ,82600
5453,STATE ST ,900
5454,BUTLER RD ,73300
5462,43 BUMSTEAD RD ,560300
5463,148 SILVER ST ,609000
5464,5 BECKWITH RD ,527600
5465,168 BEEBE RD ,551500
5467,STAFFORD HOLLOW RD ,82400
5468,BETHANY RD ,299
5469,2 UPPER PALMER RD ,620100
5470,4 UPPER PALMER RD ,618000
5471,6 UPPER PALMER RD ,618000
5472,8 UPPER PALMER RD ,793800
5473,10 UPPER PALMER RD ,612700
5474,12 UPPER PALMER RD ,589800
5475,14 UPPER PALMER RD ,574200
5476,16 UPPER PALMER RD ,673200
5477,11 WAID RD ,700600
5478,7V WAID RD ,700
5479,WILBRAHAM RD ,9900
5481,HOVEY RD ,2700
5482, UPPER HAMPDEN RD,100
5483,130V LOWER HAMPDEN RD ,1600
5484,140 LOWER HAMPDEN RD ,708500
5485,112V LOWER HAMPDEN RD ,600
5487,235 HOVEY RD ,75200
5488,HOVEY RD ,86900
5489,151V REIMERS RD ,94800
5490,169R  REIMERS RD ,154400
5491,125 MUNN RD ,496400
5492,127V MUNN RD ,74300
5493,130 COTE RD ,443500
5496,WOOD HILL RD ,6100
5497,WOOD HILL RD ,1400
5498,193 LOWER HAMPDEN RD ,73300
5499,195 LOWER HAMPDEN RD ,548500
5500,WILBRAHAM RD ,75500
5501,TOWN FARM RD ,9400
5502,HOVEY RD ,9800
5503,MAXWELL RD ,27400
5504,47 SILVER ST ,74800
5505,189 TOWN FARM RD ,38700
5506,29 ALDRICH RD ,55300
5507,74 MARGARET ST ,80500
5508,76 MARGARET ST ,115300
5509,45 NIESKE RD ,200
5510,127 SILVER ST ,1400
5511,191 LOWER HAMPDEN RD ,73300
5512,189 LOWER HAMPDEN RD ,73300
5513,187 LOWER HAMPDEN RD ,100
5514,126 LOWER HAMPDEN RD ,200
5515,150 BUTLER RD ,19800
5516, STATE AVE,0
5517, STATE AVE,0
5518,STATE AVE ,0
5519,0 HOVEY RD ,0
